Year,Geography,Selection Filter,Selection Value,Max. % Total Population,Max. Sub-Population,Max. Total Population
2017,Kitsap,Age,<1,1.129050951,3012.27,
2017,King,Age,<1,1.223499102,26435.22,
2017,Jefferson,Age,<1,0.611391432,195.07,
2017,Island,Age,<1,1.229522683,1029.65,
2017,Grays Harbor,Age,<1,1.02241666,753.18,
2017,Grant,Age,<1,1.666175963,1585.69,
2017,Garfield,Age,<1,0.749023403,16.72,
2017,Franklin,Age,<1,1.788043824,1616.11,
2017,Ferry,Age,<1,0.954794854,69.05,
2017,Douglas,Age,<1,1.221205094,499.68,
2017,Cowlitz,Age,<1,1.074377036,1140.76,
2017,Columbia,Age,<1,0.840841603,33.13,
2017,Clark,Age,<1,1.167744446,5537.34,
2017,Clallam,Age,<1,0.940240448,700.98,
2017,Chelan,Age,<1,1.50917637,1155.84,
2017,Benton,Age,<1,1.354228243,2634.54,
2017,Asotin,Age,<1,0.984347572,217.07,
2017,Adams,Age,<1,1.998739606,397.72,
2017,Washington State,Race/Ethnicity,White Only-NH,66.9,4917125.73,
2017,Yakima,Race/Ethnicity,White Only-NH,42.33637103,106972.13,
2017,Whitman,Race/Ethnicity,White Only-NH,76.71105098,35888.92,
2017,Whatcom,Race/Ethnicity,White Only-NH,77.39796637,166921.4,
2017,Walla Walla,Race/Ethnicity,White Only-NH,69.99376123,42991.82,
2017,Wahkiakum,Race/Ethnicity,White Only-NH,88.71551584,3700.75,
2017,Thurston,Race/Ethnicity,White Only-NH,73.51290895,205662.14,
2017,Stevens,Race/Ethnicity,White Only-NH,84.95714528,38102.6,
2017,Spokane,Race/Ethnicity,White Only-NH,82.31525567,421216.86,
2017,Snohomish,Race/Ethnicity,White Only-NH,67.67224988,533514.24,
2017,Skamania,Race/Ethnicity,White Only-NH,86.70318345,9775.94,
2017,Skagit,Race/Ethnicity,White Only-NH,72.92716304,90120.77,
2017,San Juan,Race/Ethnicity,White Only-NH,86.26584326,14534.63,
2017,Pierce,Race/Ethnicity,White Only-NH,64.9272713,567113.64,
2017,Pend Oreille,Race/Ethnicity,White Only-NH,88.29003534,11518.68,
2017,Pacific,Race/Ethnicity,White Only-NH,81.10217714,18081.26,
2017,Okanogan,Race/Ethnicity,White Only-NH,64.56544725,26769.79,
2017,Mason,Race/Ethnicity,White Only-NH,77.98302185,49322.07,
2017,Lincoln,Race/Ethnicity,White Only-NH,89.84134206,9517.1,
2017,Lewis,Race/Ethnicity,White Only-NH,81.64570577,64334.13,
2017,Klickitat,Race/Ethnicity,White Only-NH,79.60157298,17262.62,
2017,Kittitas,Race/Ethnicity,White Only-NH,81.11252848,35353.95,
2017,Kitsap,Race/Ethnicity,White Only-NH,74.78203624,199515.96,
2017,King,Race/Ethnicity,White Only-NH,58.23455043,1258229.9,
2017,Jefferson,Race/Ethnicity,White Only-NH,87.39311933,27883.57,
2017,Island,Race/Ethnicity,White Only-NH,78.2922764,65564.99,
2017,Grays Harbor,Race/Ethnicity,White Only-NH,77.35635832,56985.83,
2017,Grant,Race/Ethnicity,White Only-NH,52.5715298,50032.02,
2017,Garfield,Race/Ethnicity,White Only-NH,90.87598108,2028.57,
2017,Franklin,Race/Ethnicity,White Only-NH,39.96396496,36121.13,
2017,Ferry,Race/Ethnicity,White Only-NH,71.82297371,5194.18,
2017,Douglas,Race/Ethnicity,White Only-NH,61.92461512,25337.67,
2017,Cowlitz,Race/Ethnicity,White Only-NH,81.49025878,86525.33,
2017,Columbia,Race/Ethnicity,White Only-NH,86.55795538,3410.47,
2017,Clark,Race/Ethnicity,White Only-NH,75.97904204,360285.84,
2017,Clallam,Race/Ethnicity,White Only-NH,80.95821954,60357,
2017,Chelan,Race/Ethnicity,White Only-NH,67.23930168,51496.88,
2017,Benton,Race/Ethnicity,White Only-NH,68.35181437,132972.85,
2017,Asotin,Race/Ethnicity,White Only-NH,89.12995864,19655.09,
2017,Adams,Race/Ethnicity,White Only-NH,34.43981317,6853.02,
2017,Washington State,Race/Ethnicity,Pacific Islander Only-NH,0.7,54660.72,
2017,Yakima,Race/Ethnicity,Pacific Islander Only-NH,0.078556408,198.49,252672
2017,Whitman,Race/Ethnicity,Pacific Islander Only-NH,0.280413085,131.19,46785
2017,Whatcom,Race/Ethnicity,Pacific Islander Only-NH,0.276519675,596.36,215666
2017,Walla Walla,Race/Ethnicity,Pacific Islander Only-NH,0.234605118,144.1,61422
2017,Wahkiakum,Race/Ethnicity,Pacific Islander Only-NH,0.073834706,3.08,4171
2017,Thurston,Race/Ethnicity,Pacific Islander Only-NH,0.981193745,2745.02,279763
2017,Stevens,Race/Ethnicity,Pacific Islander Only-NH,0.163347395,73.26,44849
2017,Spokane,Race/Ethnicity,Pacific Islander Only-NH,0.652300793,3337.9,511712
2017,Snohomish,Race/Ethnicity,Pacific Islander Only-NH,0.540686211,4262.66,788380
2017,Skamania,Race/Ethnicity,Pacific Islander Only-NH,0.122392725,13.8,11275
2017,Skagit,Race/Ethnicity,Pacific Islander Only-NH,0.241089703,297.93,123576
2017,San Juan,Race/Ethnicity,Pacific Islander Only-NH,0.11526146,19.42,16849
2017,Pierce,Race/Ethnicity,Pacific Islander Only-NH,1.753292973,15314.31,873460
2017,Pend Oreille,Race/Ethnicity,Pacific Islander Only-NH,0.088376803,11.53,13046
2017,Pacific,Race/Ethnicity,Pacific Islander Only-NH,0.163000428,36.34,22294
2017,Okanogan,Race/Ethnicity,Pacific Islander Only-NH,0.077348903,32.07,41461
2017,Mason,Race/Ethnicity,Pacific Islander Only-NH,0.332694622,210.42,63247
2017,Lincoln,Race/Ethnicity,Pacific Islander Only-NH,0.105444704,11.17,10593
2017,Lewis,Race/Ethnicity,Pacific Islander Only-NH,0.161745332,127.45,78797
2017,Klickitat,Race/Ethnicity,Pacific Islander Only-NH,0.123027094,26.68,21686
2017,Kittitas,Race/Ethnicity,Pacific Islander Only-NH,0.181295499,79.02,43586
2017,Kitsap,Race/Ethnicity,Pacific Islander Only-NH,0.967463458,2581.16,266797
2017,King,Race/Ethnicity,Pacific Islander Only-NH,0.837456991,18094.3,2160624
2017,Jefferson,Race/Ethnicity,Pacific Islander Only-NH,0.171347565,54.67,31906
2017,Island,Race/Ethnicity,Pacific Islander Only-NH,0.485563841,406.63,83744
2017,Grays Harbor,Race/Ethnicity,Pacific Islander Only-NH,0.18082812,133.21,73667
2017,Grant,Race/Ethnicity,Pacific Islander Only-NH,0.086162131,82,95169
2017,Garfield,Race/Ethnicity,Pacific Islander Only-NH,0,0,2232
2017,Franklin,Race/Ethnicity,Pacific Islander Only-NH,0.185430537,167.6,90384
2017,Ferry,Race/Ethnicity,Pacific Islander Only-NH,0.130808969,9.46,7232
2017,Douglas,Race/Ethnicity,Pacific Islander Only-NH,0.130997024,53.6,40917
2017,Cowlitz,Race/Ethnicity,Pacific Islander Only-NH,0.452811928,480.79,106179
2017,Columbia,Race/Ethnicity,Pacific Islander Only-NH,0.088068831,3.47,3940
2017,Clark,Race/Ethnicity,Pacific Islander Only-NH,0.896016433,4248.83,474191
2017,Clallam,Race/Ethnicity,Pacific Islander Only-NH,0.154802063,115.41,74553
2017,Chelan,Race/Ethnicity,Pacific Islander Only-NH,0.127148736,97.38,76587
2017,Benton,Race/Ethnicity,Pacific Islander Only-NH,0.21886299,425.78,194542
2017,Asotin,Race/Ethnicity,Pacific Islander Only-NH,0.138761854,30.6,22052
2017,Adams,Race/Ethnicity,Pacific Islander Only-NH,0.018393309,3.66,19899
2017,Washington State,Race/Ethnicity,Multi-Race-NH,5.7,420694.78,
2017,Yakima,Race/Ethnicity,Multi-Race-NH,2.617445372,6613.55,
2017,Whitman,Race/Ethnicity,Multi-Race-NH,5.160036807,2414.1,
2017,Whatcom,Race/Ethnicity,Multi-Race-NH,5.18510557,11182.53,
2017,Walla Walla,Race/Ethnicity,Multi-Race-NH,3.95346255,2428.31,
2017,Wahkiakum,Race/Ethnicity,Multi-Race-NH,4.824426822,201.25,
2017,Thurston,Race/Ethnicity,Multi-Race-NH,6.749284127,18882.02,
2017,Stevens,Race/Ethnicity,Multi-Race-NH,4.850276036,2175.31,
2017,Spokane,Race/Ethnicity,Multi-Race-NH,5.531049139,28303.03,
2017,Snohomish,Race/Ethnicity,Multi-Race-NH,5.95640826,46959.11,
2017,Skamania,Race/Ethnicity,Multi-Race-NH,4.862716161,548.28,
2017,Skagit,Race/Ethnicity,Multi-Race-NH,4.262577299,5267.54,
2017,San Juan,Race/Ethnicity,Multi-Race-NH,4.421719248,745,
2017,Pierce,Race/Ethnicity,Multi-Race-NH,7.793811104,68075.81,
2017,Pend Oreille,Race/Ethnicity,Multi-Race-NH,4.213879527,549.76,
2017,Pacific,Race/Ethnicity,Multi-Race-NH,4.893735742,1091.03,
2017,Okanogan,Race/Ethnicity,Multi-Race-NH,4.094233973,1697.53,
2017,Mason,Race/Ethnicity,Multi-Race-NH,5.771908602,3650.57,
2017,Lincoln,Race/Ethnicity,Multi-Race-NH,4.214578556,446.46,
2017,Lewis,Race/Ethnicity,Multi-Race-NH,4.991667799,3933.27,
2017,Klickitat,Race/Ethnicity,Multi-Race-NH,4.571461772,991.38,
2017,Kittitas,Race/Ethnicity,Multi-Race-NH,4.8333536,2106.68,
2017,Kitsap,Race/Ethnicity,Multi-Race-NH,7.249922638,19342.55,
2017,King,Race/Ethnicity,Multi-Race-NH,5.982867295,129267.29,
2017,Jefferson,Race/Ethnicity,Multi-Race-NH,4.777171377,1524.2,
2017,Island,Race/Ethnicity,Multi-Race-NH,6.074187153,5086.76,
2017,Grays Harbor,Race/Ethnicity,Multi-Race-NH,5.227549404,3850.96,
2017,Grant,Race/Ethnicity,Multi-Race-NH,2.831581825,2694.8,
2017,Garfield,Race/Ethnicity,Multi-Race-NH,2.884994445,64.4,
2017,Franklin,Race/Ethnicity,Multi-Race-NH,2.294758213,2074.1,
2017,Ferry,Race/Ethnicity,Multi-Race-NH,6.311463622,456.44,
2017,Douglas,Race/Ethnicity,Multi-Race-NH,3.196791746,1308.03,
2017,Cowlitz,Race/Ethnicity,Multi-Race-NH,5.141330553,5459,
2017,Columbia,Race/Ethnicity,Multi-Race-NH,4.038983782,159.14,
2017,Clark,Race/Ethnicity,Multi-Race-NH,5.396061014,25587.64,
2017,Clallam,Race/Ethnicity,Multi-Race-NH,5.473213985,4080.46,
2017,Chelan,Race/Ethnicity,Multi-Race-NH,3.004734325,2301.25,
2017,Benton,Race/Ethnicity,Multi-Race-NH,4.101339661,7978.82,
2017,Asotin,Race/Ethnicity,Multi-Race-NH,4.245296495,936.18,
2017,Adams,Race/Ethnicity,Multi-Race-NH,1.307834645,260.24,
2017,Washington State,Race/Ethnicity,Hispanic as Race,13.4,985166.48,
2017,Yakima,Race/Ethnicity,Hispanic as Race,49.62554212,125389.82,
2017,Whitman,Race/Ethnicity,Hispanic as Race,7.702329081,3603.5,
2017,Whatcom,Race/Ethnicity,Hispanic as Race,9.752159342,21032.13,
2017,Walla Walla,Race/Ethnicity,Hispanic as Race,22.12428829,13589.26,
2017,Wahkiakum,Race/Ethnicity,Hispanic as Race,4.033100962,168.24,
2017,Thurston,Race/Ethnicity,Hispanic as Race,9.416317294,26343.4,
2017,Stevens,Race/Ethnicity,Hispanic as Race,3.637924422,1631.58,
2017,Spokane,Race/Ethnicity,Hispanic as Race,6.177583014,31611.42,
2017,Snohomish,Race/Ethnicity,Hispanic as Race,11.19393951,88250.74,
2017,Skamania,Race/Ethnicity,Hispanic as Race,5.985536373,674.88,
2017,Skagit,Race/Ethnicity,Hispanic as Race,18.43418983,22780.31,
2017,San Juan,Race/Ethnicity,Hispanic as Race,7.18431447,1210.46,
2017,Pierce,Race/Ethnicity,Hispanic as Race,11.60439958,101359.77,
2017,Pend Oreille,Race/Ethnicity,Hispanic as Race,3.406607641,444.44,
2017,Pacific,Race/Ethnicity,Hispanic as Race,9.376202655,2090.37,
2017,Okanogan,Race/Ethnicity,Hispanic as Race,19.49088648,8081.21,
2017,Mason,Race/Ethnicity,Hispanic as Race,10.76201172,6806.67,
2017,Lincoln,Race/Ethnicity,Hispanic as Race,3.474105632,368.02,
2017,Lewis,Race/Ethnicity,Hispanic as Race,10.51236784,8283.4,
2017,Klickitat,Race/Ethnicity,Hispanic as Race,12.81344703,2778.76,
2017,Kittitas,Race/Ethnicity,Hispanic as Race,10.00630932,4361.38,
2017,Kitsap,Race/Ethnicity,Hispanic as Race,8.272544212,22070.87,
2017,King,Race/Ethnicity,Hispanic as Race,10.6293621,229660.59,
2017,Jefferson,Race/Ethnicity,Hispanic as Race,3.728180767,1189.51,
2017,Island,Race/Ethnicity,Hispanic as Race,7.86375076,6585.41,
2017,Grays Harbor,Race/Ethnicity,Hispanic as Race,10.19533401,7510.56,
2017,Grant,Race/Ethnicity,Hispanic as Race,41.98175212,39953.79,
2017,Garfield,Race/Ethnicity,Hispanic as Race,4.900010752,109.38,
2017,Franklin,Race/Ethnicity,Hispanic as Race,53.75196453,48583.31,
2017,Ferry,Race/Ethnicity,Hispanic as Race,3.376834921,244.21,
2017,Douglas,Race/Ethnicity,Hispanic as Race,32.88951574,13457.39,
2017,Cowlitz,Race/Ethnicity,Hispanic as Race,9.510755166,10098.4,
2017,Columbia,Race/Ethnicity,Hispanic as Race,7.439912693,293.14,
2017,Clark,Race/Ethnicity,Hispanic as Race,10.73904216,50923.58,
2017,Clallam,Race/Ethnicity,Hispanic as Race,6.194912711,4618.51,
2017,Chelan,Race/Ethnicity,Hispanic as Race,27.85403409,21332.7,
2017,Benton,Race/Ethnicity,Hispanic as Race,22.73396257,44227.06,
2017,Asotin,Race/Ethnicity,Hispanic as Race,3.981785013,878.07,
2017,Adams,Race/Ethnicity,Hispanic as Race,63.17166988,12570.24,
2017,Washington State,Race/Ethnicity,Black Only-NH,3.7,269238.8,
2017,Yakima,Race/Ethnicity,Black Only-NH,0.67049788,1694.16,
2017,Whitman,Race/Ethnicity,Black Only-NH,2.181297031,1020.51,
2017,Whatcom,Race/Ethnicity,Black Only-NH,0.96404915,2079.13,
2017,Walla Walla,Race/Ethnicity,Black Only-NH,1.662212263,1020.97,
2017,Wahkiakum,Race/Ethnicity,Black Only-NH,0.327221993,13.65,
2017,Thurston,Race/Ethnicity,Black Only-NH,2.801775644,7838.34,
2017,Stevens,Race/Ethnicity,Black Only-NH,0.30722956,137.79,
2017,Spokane,Race/Ethnicity,Black Only-NH,1.849656461,9464.91,
2017,Snohomish,Race/Ethnicity,Black Only-NH,3.051892614,24060.5,
2017,Skamania,Race/Ethnicity,Black Only-NH,0.31263359,35.25,
2017,Skagit,Race/Ethnicity,Black Only-NH,0.564978381,698.18,
2017,San Juan,Race/Ethnicity,Black Only-NH,0.281802993,47.48,
2017,Pierce,Race/Ethnicity,Black Only-NH,6.62715987,57885.58,
2017,Pend Oreille,Race/Ethnicity,Black Only-NH,0.472390489,61.63,
2017,Pacific,Race/Ethnicity,Black Only-NH,0.419342598,93.49,
2017,Okanogan,Race/Ethnicity,Black Only-NH,0.373406834,154.82,
2017,Mason,Race/Ethnicity,Black Only-NH,1.003680954,634.8,
2017,Lincoln,Race/Ethnicity,Black Only-NH,0.154060659,16.32,
2017,Lewis,Race/Ethnicity,Black Only-NH,0.585417843,461.29,
2017,Klickitat,Race/Ethnicity,Black Only-NH,0.252509882,54.76,
2017,Kittitas,Race/Ethnicity,Black Only-NH,0.903907879,393.98,
2017,Kitsap,Race/Ethnicity,Black Only-NH,2.580122448,6883.68,
2017,King,Race/Ethnicity,Black Only-NH,6.27807085,135645.53,
2017,Jefferson,Race/Ethnicity,Black Only-NH,0.64799907,206.75,
2017,Island,Race/Ethnicity,Black Only-NH,2.376770697,1990.4,
2017,Grays Harbor,Race/Ethnicity,Black Only-NH,1.226823974,903.76,
2017,Grant,Race/Ethnicity,Black Only-NH,0.674596945,642.01,
2017,Garfield,Race/Ethnicity,Black Only-NH,0.091388023,2.04,
2017,Franklin,Race/Ethnicity,Black Only-NH,1.623778479,1467.64,
2017,Ferry,Race/Ethnicity,Black Only-NH,0.26424518,19.11,
2017,Douglas,Race/Ethnicity,Black Only-NH,0.256592865,104.99,
2017,Cowlitz,Race/Ethnicity,Black Only-NH,0.630455777,669.41,
2017,Columbia,Race/Ethnicity,Black Only-NH,0.207862745,8.19,
2017,Clark,Race/Ethnicity,Black Only-NH,2.015860357,9559.03,
2017,Clallam,Race/Ethnicity,Black Only-NH,0.739954129,551.66,
2017,Chelan,Race/Ethnicity,Black Only-NH,0.302673531,231.81,
2017,Benton,Race/Ethnicity,Black Only-NH,1.207987178,2350.04,
2017,Asotin,Race/Ethnicity,Black Only-NH,0.478138886,105.44,
2017,Adams,Race/Ethnicity,Black Only-NH,0.149709476,29.79,
2017,Washington State,Race/Ethnicity,Asian Only-NH,8.3,612717.14,
2017,Yakima,Race/Ethnicity,Asian Only-NH,1.005596427,2540.86,
2017,Whitman,Race/Ethnicity,Asian Only-NH,7.410523346,3466.98,
2017,Whatcom,Race/Ethnicity,Asian Only-NH,3.962073089,8544.86,
2017,Walla Walla,Race/Ethnicity,Asian Only-NH,1.323198913,812.74,
2017,Wahkiakum,Race/Ethnicity,Asian Only-NH,0.769031615,32.08,
2017,Thurston,Race/Ethnicity,Asian Only-NH,5.305924687,14844.03,
2017,Stevens,Race/Ethnicity,Asian Only-NH,0.575996896,258.33,
2017,Spokane,Race/Ethnicity,Asian Only-NH,2.170872439,11108.61,
2017,Snohomish,Race/Ethnicity,Asian Only-NH,10.54230675,83113.4,
2017,Skamania,Race/Ethnicity,Asian Only-NH,0.899054383,101.37,
2017,Skagit,Race/Ethnicity,Asian Only-NH,1.932245806,2387.8,
2017,San Juan,Race/Ethnicity,Asian Only-NH,1.228466376,206.98,
2017,Pierce,Race/Ethnicity,Asian Only-NH,6.208190407,54226.05,
2017,Pend Oreille,Race/Ethnicity,Asian Only-NH,0.464188999,60.56,
2017,Pacific,Race/Ethnicity,Asian Only-NH,1.912541344,426.39,
2017,Okanogan,Race/Ethnicity,Asian Only-NH,0.580225308,240.57,
2017,Mason,Race/Ethnicity,Asian Only-NH,1.118769071,707.59,
2017,Lincoln,Race/Ethnicity,Asian Only-NH,0.511553133,54.19,
2017,Lewis,Race/Ethnicity,Asian Only-NH,0.878551909,692.27,
2017,Klickitat,Race/Ethnicity,Asian Only-NH,0.575156274,124.73,
2017,Kittitas,Race/Ethnicity,Asian Only-NH,2.082718652,907.78,
2017,Kitsap,Race/Ethnicity,Asian Only-NH,4.828014326,12880.98,
2017,King,Race/Ethnicity,Asian Only-NH,17.4693196,377446.38,
2017,Jefferson,Race/Ethnicity,Asian Only-NH,1.404567367,448.14,
2017,Island,Race/Ethnicity,Asian Only-NH,4.272634609,3578.07,
2017,Grays Harbor,Race/Ethnicity,Asian Only-NH,1.30327649,960.08,
2017,Grant,Race/Ethnicity,Asian Only-NH,1.009767633,960.99,
2017,Garfield,Race/Ethnicity,Asian Only-NH,0.607013583,13.55,
2017,Franklin,Race/Ethnicity,Asian Only-NH,1.729482736,1563.18,
2017,Ferry,Race/Ethnicity,Asian Only-NH,0.687645881,49.73,
2017,Douglas,Race/Ethnicity,Asian Only-NH,0.838429834,343.06,
2017,Cowlitz,Race/Ethnicity,Asian Only-NH,1.485824752,1577.63,
2017,Columbia,Race/Ethnicity,Asian Only-NH,0.517499556,20.39,
2017,Clark,Race/Ethnicity,Asian Only-NH,4.336703255,20564.26,
2017,Clallam,Race/Ethnicity,Asian Only-NH,1.463570947,1091.14,
2017,Chelan,Race/Ethnicity,Asian Only-NH,0.898045072,687.79,
2017,Benton,Race/Ethnicity,Asian Only-NH,2.769923996,5388.66,
2017,Asotin,Race/Ethnicity,Asian Only-NH,0.778290753,171.63,
2017,Adams,Race/Ethnicity,Asian Only-NH,0.569539273,113.33,
2017,Washington State,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.2,90304.54,
2017,Yakima,Race/Ethnicity,American Indian/Alaska Native Only-NH,3.665994728,9262.94,
2017,Whitman,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.554371048,259.36,
2017,Whatcom,Race/Ethnicity,American Indian/Alaska Native Only-NH,2.462131443,5309.99,
2017,Walla Walla,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.708487919,435.17,
2017,Wahkiakum,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.257107789,52.44,
2017,Thurston,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.23259198,3448.34,
2017,Stevens,Race/Ethnicity,American Indian/Alaska Native Only-NH,5.508058115,2470.32,
2017,Spokane,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.303282485,6669.05,
2017,Snohomish,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.042516775,8218.99,
2017,Skamania,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.114660697,125.68,
2017,Skagit,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.637764036,2023.89,
2017,San Juan,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.502592196,84.68,
2017,Pierce,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.085874767,9484.68,
2017,Pend Oreille,Race/Ethnicity,American Indian/Alaska Native Only-NH,3.064597847,399.82,
2017,Pacific,Race/Ethnicity,American Indian/Alaska Native Only-NH,2.133000096,475.54,
2017,Okanogan,Race/Ethnicity,American Indian/Alaska Native Only-NH,10.81842713,4485.48,
2017,Mason,Race/Ethnicity,American Indian/Alaska Native Only-NH,3.027897366,1915.06,
2017,Lincoln,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.698820851,179.96,
2017,Lewis,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.224556203,964.91,
2017,Klickitat,Race/Ethnicity,American Indian/Alaska Native Only-NH,2.062917199,447.37,
2017,Kittitas,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.879909513,383.52,
2017,Kitsap,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.319896682,3521.44,
2017,King,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.568372738,12280.4,
2017,Jefferson,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.877614523,599.07,
2017,Island,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.634828479,531.63,
2017,Grays Harbor,Race/Ethnicity,American Indian/Alaska Native Only-NH,4.509829687,3322.24,
2017,Grant,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.844609539,803.81,
2017,Garfield,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.64016414,14.29,
2017,Franklin,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.450620545,407.29,
2017,Ferry,Race/Ethnicity,American Indian/Alaska Native Only-NH,17.40588945,1258.78,
2017,Douglas,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.763057666,312.22,
2017,Cowlitz,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.28856304,1368.18,
2017,Columbia,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.149717012,45.3,
2017,Clark,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.637276855,3021.91,
2017,Clallam,Race/Ethnicity,American Indian/Alaska Native Only-NH,5.015340038,3739.1,
2017,Chelan,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.574062572,439.66,
2017,Benton,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.616109237,1198.59,
2017,Asotin,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.24776836,275.16,
2017,Adams,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.342989988,68.25,
2018,Washington State,All,All,100,7472136.37,
2018,Yakima,All,All,100,253947.43,
2018,Whitman,All,All,100,47137.21,
2018,Whatcom,All,All,100,219601.49,
2018,Walla Walla,All,All,100,61818.62,
2018,Wahkiakum,All,All,100,4268.22,
2018,Thurston,All,All,100,284915.72,
2018,Stevens,All,All,100,45442.6,
2018,Spokane,All,All,100,521494.74,
2018,Snohomish,All,All,100,803741.55,
2018,Skamania,All,All,100,11415.16,
2018,Skagit,All,All,100,125895.21,
2018,San Juan,All,All,100,17187.58,
2018,Pierce,All,All,100,888203.53,
2018,Pend Oreille,All,All,100,13174.98,
2018,Pacific,All,All,100,22628.6,
2018,Okanogan,All,All,100,41717.63,
2018,Mason,All,All,100,64090.14,
2018,Lincoln,All,All,100,10690.04,
2018,Lewis,All,All,100,79936.27,
2018,Klickitat,All,All,100,21997.45,
2018,Kittitas,All,All,100,44307.29,
2018,Kitsap,All,All,100,269938.9,
2018,King,All,All,100,2198063.56,
2018,Jefferson,All,All,100,32218.76,
2018,Island,All,All,100,84922.74,
2018,Grays Harbor,All,All,100,74395.01,
2018,Grant,All,All,100,96773.12,
2018,Garfield,All,All,100,2248.09,
2018,Franklin,All,All,100,92558.39,
2018,Ferry,All,All,100,7195.87,
2018,Douglas,All,All,100,41535.25,
2018,Cowlitz,All,All,100,107637,107637
2018,Columbia,All,All,100,3960.89,
2018,Clark,All,All,100,483144.69,
2018,Clallam,All,All,100,75493.87,
2018,Chelan,All,All,100,77540.71,
2018,Benton,All,All,100,198618.52,
2018,Asotin,All,All,100,22158.84,
2018,Adams,All,All,100,20120.73,
2018,Washington State,Sex,Male,50.1,3741845.72,
2018,Yakima,Sex,Male,49.90601795,126735.05,
2018,Whitman,Sex,Male,50.56113843,23833.11,
2018,Whatcom,Sex,Male,49.62926709,108986.61,
2018,Walla Walla,Sex,Male,50.7542226,31375.56,
2018,Wahkiakum,Sex,Male,50.57447835,2158.63,
2018,Thurston,Sex,Male,48.9673613,139515.71,
2018,Stevens,Sex,Male,50.03344879,22736.5,
2018,Spokane,Sex,Male,49.6178926,258754.7,
2018,Snohomish,Sex,Male,50.27154065,404053.26,
2018,Skamania,Sex,Male,50.34112531,5746.52,
2018,Skagit,Sex,Male,49.60524709,62450.63,
2018,San Juan,Sex,Male,48.70778783,8371.69,
2018,Pierce,Sex,Male,49.77737141,442124.37,
2018,Pend Oreille,Sex,Male,51.25768692,6753.19,
2018,Pacific,Sex,Male,50.17999346,11355.03,
2018,Okanogan,Sex,Male,50.7158724,21157.46,
2018,Mason,Sex,Male,51.8688054,33242.79,
2018,Lincoln,Sex,Male,50.48381484,5396.74,
2018,Lewis,Sex,Male,50.26616829,40180.9,
2018,Klickitat,Sex,Male,50.85557644,11186.93,
2018,Kittitas,Sex,Male,50.61898392,22427.9,
2018,Kitsap,Sex,Male,50.79083452,137104.22,
2018,King,Sex,Male,50.26594909,1104877.51,
2018,Jefferson,Sex,Male,49.41797884,15921.86,
2018,Island,Sex,Male,49.67608205,42186.29,
2018,Grays Harbor,Sex,Male,51.33892717,38193.6,
2018,Grant,Sex,Male,51.08255268,49434.18,
2018,Garfield,Sex,Male,48.92108412,1099.79,
2018,Franklin,Sex,Male,51.58517775,47746.41,
2018,Ferry,Sex,Male,51.65337895,3716.91,
2018,Douglas,Sex,Male,50.73384655,21072.43,
2018,Cowlitz,Sex,Male,49.68037942,53474.47,107637
2018,Columbia,Sex,Male,49.07280939,1943.72,
2018,Clark,Sex,Male,49.54205747,239359.82,
2018,Clallam,Sex,Male,49.54517499,37403.57,
2018,Chelan,Sex,Male,50.18544452,38914.15,
2018,Benton,Sex,Male,50.22558319,99757.31,
2018,Asotin,Sex,Male,48.9470568,10846.1,
2018,Adams,Sex,Male,50.94298269,10250.1,
2018,Washington State,Sex,Female,49.9,3730290.64,
2018,Yakima,Sex,Female,50.09398205,127212.38,
2018,Whitman,Sex,Female,49.43886157,23304.1,
2018,Whatcom,Sex,Female,50.37073291,110614.88,
2018,Walla Walla,Sex,Female,49.2457774,30443.06,
2018,Wahkiakum,Sex,Female,49.42552165,2109.59,
2018,Thurston,Sex,Female,51.03263519,145400,
2018,Stevens,Sex,Female,49.96655121,22706.1,
2018,Spokane,Sex,Female,50.3821074,262740.04,
