Year,Geography,Selection Filter,Selection Value,Max. % Total Population,Max. Sub-Population,Max. Total Population
2012,Benton,Race/Ethnicity,White Only-NH,73.01495912,131571.81,
2012,Asotin,Race/Ethnicity,White Only-NH,91.82156392,19856,
2012,Adams,Race/Ethnicity,White Only-NH,37.27661974,7113.68,
2012,Washington State,Race/Ethnicity,Pacific Islander Only-NH,0.6,42066.79,
2012,Yakima,Race/Ethnicity,Pacific Islander Only-NH,0.062813749,154.5,245965
2012,Whitman,Race/Ethnicity,Pacific Islander Only-NH,0.243500159,110.15,45236
2012,Whatcom,Race/Ethnicity,Pacific Islander Only-NH,0.239265177,486.39,203285
2012,Walla Walla,Race/Ethnicity,Pacific Islander Only-NH,0.248568696,146.93,59110
2012,Wahkiakum,Race/Ethnicity,Pacific Islander Only-NH,0.120809126,4.92,4073
2012,Thurston,Race/Ethnicity,Pacific Islander Only-NH,0.800532581,2062.04,257584
2012,Stevens,Race/Ethnicity,Pacific Islander Only-NH,0.146026157,63.97,43807
2012,Spokane,Race/Ethnicity,Pacific Islander Only-NH,0.450951331,2159.83,478950
2012,Snohomish,Race/Ethnicity,Pacific Islander Only-NH,0.44454615,3211.76,722481
2012,Skamania,Race/Ethnicity,Pacific Islander Only-NH,0.098225224,10.96,11158
2012,Skagit,Race/Ethnicity,Pacific Islander Only-NH,0.171783346,202.32,117776
2012,San Juan,Race/Ethnicity,Pacific Islander Only-NH,0.088485028,14.18,16025
2012,Pierce,Race/Ethnicity,Pacific Islander Only-NH,1.393028302,11313.65,812162
2012,Pend Oreille,Race/Ethnicity,Pacific Islander Only-NH,0.10687898,13.91,13015
2012,Pacific,Race/Ethnicity,Pacific Islander Only-NH,0.085132162,18.1,21261
2012,Okanogan,Race/Ethnicity,Pacific Islander Only-NH,0.062921675,25.95,41242
2012,Mason,Race/Ethnicity,Pacific Islander Only-NH,0.336058166,206.56,61466
2012,Lincoln,Race/Ethnicity,Pacific Islander Only-NH,0.059109708,6.29,10641
2012,Lewis,Race/Ethnicity,Pacific Islander Only-NH,0.144009972,110.43,76682
2012,Klickitat,Race/Ethnicity,Pacific Islander Only-NH,0.088633698,18.28,20624
2012,Kittitas,Race/Ethnicity,Pacific Islander Only-NH,0.147117409,60.6,41192
2012,Kitsap,Race/Ethnicity,Pacific Islander Only-NH,0.891078918,2275.2,255331
2012,King,Race/Ethnicity,Pacific Islander Only-NH,0.755761339,14807.67,1959305
2012,Jefferson,Race/Ethnicity,Pacific Islander Only-NH,0.192783858,58.48,30334
2012,Island,Race/Ethnicity,Pacific Islander Only-NH,0.471704331,375.73,79654
2012,Grays Harbor,Race/Ethnicity,Pacific Islander Only-NH,0.21822976,160.03,73331
2012,Grant,Race/Ethnicity,Pacific Islander Only-NH,0.066609022,60.51,90844
2012,Garfield,Race/Ethnicity,Pacific Islander Only-NH,0,0,2270
2012,Franklin,Race/Ethnicity,Pacific Islander Only-NH,0.136049702,112.17,82448
2012,Ferry,Race/Ethnicity,Pacific Islander Only-NH,0.100322284,7.53,7506
2012,Douglas,Race/Ethnicity,Pacific Islander Only-NH,0.139237405,53.94,38740
2012,Cowlitz,Race/Ethnicity,Pacific Islander Only-NH,0.266804188,275.08,103102
2012,Columbia,Race/Ethnicity,Pacific Islander Only-NH,0.229322734,9.3,4055
2012,Clark,Race/Ethnicity,Pacific Islander Only-NH,0.690831542,2985.13,432107
2012,Clallam,Race/Ethnicity,Pacific Islander Only-NH,0.130455587,94.03,72078
2012,Chelan,Race/Ethnicity,Pacific Islander Only-NH,0.120531839,88.16,73143
2012,Benton,Race/Ethnicity,Pacific Islander Only-NH,0.147820378,266.37,180198
2012,Asotin,Race/Ethnicity,Pacific Islander Only-NH,0.147979958,32,21625
2012,Adams,Race/Ethnicity,Pacific Islander Only-NH,0.019702895,3.76,19083
2012,Washington State,Race/Ethnicity,Multi-Race-NH,4.3,290966.71,
2012,Yakima,Race/Ethnicity,Multi-Race-NH,1.939464947,4770.41,
2012,Whitman,Race/Ethnicity,Multi-Race-NH,3.655729903,1653.71,
2012,Whatcom,Race/Ethnicity,Multi-Race-NH,3.63575929,7390.95,
2012,Walla Walla,Race/Ethnicity,Multi-Race-NH,2.529181826,1495.01,
2012,Wahkiakum,Race/Ethnicity,Multi-Race-NH,3.241711561,132.02,
2012,Thurston,Race/Ethnicity,Multi-Race-NH,5.03576471,12971.3,
2012,Stevens,Race/Ethnicity,Multi-Race-NH,3.509444334,1537.39,
2012,Spokane,Race/Ethnicity,Multi-Race-NH,3.872557053,18547.6,
2012,Snohomish,Race/Ethnicity,Multi-Race-NH,4.355625182,31468.55,
2012,Skamania,Race/Ethnicity,Multi-Race-NH,3.231484411,360.57,
2012,Skagit,Race/Ethnicity,Multi-Race-NH,2.719885994,3203.38,
2012,San Juan,Race/Ethnicity,Multi-Race-NH,2.792832089,447.56,
2012,Pierce,Race/Ethnicity,Multi-Race-NH,6.249163883,50753.35,
2012,Pend Oreille,Race/Ethnicity,Multi-Race-NH,2.870442084,373.58,
2012,Pacific,Race/Ethnicity,Multi-Race-NH,3.465302294,736.76,
2012,Okanogan,Race/Ethnicity,Multi-Race-NH,2.890832712,1192.23,
2012,Mason,Race/Ethnicity,Multi-Race-NH,4.055995594,2493.04,
2012,Lincoln,Race/Ethnicity,Multi-Race-NH,2.575266205,274.04,
2012,Lewis,Race/Ethnicity,Multi-Race-NH,3.264252103,2503.1,
2012,Klickitat,Race/Ethnicity,Multi-Race-NH,3.054274564,629.92,
2012,Kittitas,Race/Ethnicity,Multi-Race-NH,3.13515453,1291.42,
2012,Kitsap,Race/Ethnicity,Multi-Race-NH,5.52981989,14119.34,
2012,King,Race/Ethnicity,Multi-Race-NH,4.631749939,90750.11,
2012,Jefferson,Race/Ethnicity,Multi-Race-NH,3.557501708,1079.15,
2012,Island,Race/Ethnicity,Multi-Race-NH,4.434696137,3532.4,
2012,Grays Harbor,Race/Ethnicity,Multi-Race-NH,3.686041518,2703.01,
2012,Grant,Race/Ethnicity,Multi-Race-NH,1.968241003,1788.02,
2012,Garfield,Race/Ethnicity,Multi-Race-NH,1.639914723,37.23,
2012,Franklin,Race/Ethnicity,Multi-Race-NH,1.629309499,1343.33,
2012,Ferry,Race/Ethnicity,Multi-Race-NH,4.987736167,374.37,
2012,Douglas,Race/Ethnicity,Multi-Race-NH,2.033191368,787.65,
2012,Cowlitz,Race/Ethnicity,Multi-Race-NH,3.514428405,3623.44,
2012,Columbia,Race/Ethnicity,Multi-Race-NH,2.269308728,92.03,
2012,Clark,Race/Ethnicity,Multi-Race-NH,3.880015401,16765.81,
2012,Clallam,Race/Ethnicity,Multi-Race-NH,3.885517626,2800.61,
2012,Chelan,Race/Ethnicity,Multi-Race-NH,1.936849301,1416.66,
2012,Benton,Race/Ethnicity,Multi-Race-NH,2.661671359,4796.29,
2012,Asotin,Race/Ethnicity,Multi-Race-NH,2.651060947,573.28,
2012,Adams,Race/Ethnicity,Multi-Race-NH,0.828517216,158.11,
2012,Washington State,Race/Ethnicity,Hispanic as Race,11.8,808885.64,
2012,Yakima,Race/Ethnicity,Hispanic as Race,46.26441149,113794.38,
2012,Whitman,Race/Ethnicity,Hispanic as Race,5.300897889,2397.92,
2012,Whatcom,Race/Ethnicity,Hispanic as Race,8.308093306,16889.1,
2012,Walla Walla,Race/Ethnicity,Hispanic as Race,20.3717551,12041.83,
2012,Wahkiakum,Race/Ethnicity,Hispanic as Race,2.949265078,120.11,
2012,Thurston,Race/Ethnicity,Hispanic as Race,7.677315692,19775.5,
2012,Stevens,Race/Ethnicity,Hispanic as Race,2.94086226,1288.31,
2012,Spokane,Race/Ethnicity,Hispanic as Race,4.942105715,23670.2,
2012,Snohomish,Race/Ethnicity,Hispanic as Race,9.576870756,69191.04,
2012,Skamania,Race/Ethnicity,Hispanic as Race,5.266521062,587.64,
2012,Skagit,Race/Ethnicity,Hispanic as Race,17.25935261,20327.42,
2012,San Juan,Race/Ethnicity,Hispanic as Race,5.954455795,954.22,
2012,Pierce,Race/Ethnicity,Hispanic as Race,9.803403199,79619.54,
2012,Pend Oreille,Race/Ethnicity,Hispanic as Race,3.08604411,401.64,
2012,Pacific,Race/Ethnicity,Hispanic as Race,8.337448838,1772.63,
2012,Okanogan,Race/Ethnicity,Hispanic as Race,17.99622955,7421.96,
2012,Mason,Race/Ethnicity,Hispanic as Race,8.696123276,5345.12,
2012,Lincoln,Race/Ethnicity,Hispanic as Race,2.553464214,271.72,
2012,Lewis,Race/Ethnicity,Hispanic as Race,9.180580263,7039.87,
2012,Klickitat,Race/Ethnicity,Hispanic as Race,11.31985177,2334.63,
2012,Kittitas,Race/Ethnicity,Hispanic as Race,8.299072699,3418.52,
2012,Kitsap,Race/Ethnicity,Hispanic as Race,6.798910214,17359.72,
2012,King,Race/Ethnicity,Hispanic as Race,9.41553695,184479.09,
2012,Jefferson,Race/Ethnicity,Hispanic as Race,3.059949252,928.22,
2012,Island,Race/Ethnicity,Hispanic as Race,6.039028188,4810.31,
2012,Grays Harbor,Race/Ethnicity,Hispanic as Race,9.027004552,6619.59,
2012,Grant,Race/Ethnicity,Hispanic as Race,39.2751274,35678.92,
2012,Garfield,Race/Ethnicity,Hispanic as Race,4.332141095,98.35,
2012,Franklin,Race/Ethnicity,Hispanic as Race,51.80461434,42711.77,
2012,Ferry,Race/Ethnicity,Hispanic as Race,3.30890337,248.36,
2012,Douglas,Race/Ethnicity,Hispanic as Race,29.71768674,11512.51,
2012,Cowlitz,Race/Ethnicity,Hispanic as Race,8.209311125,8463.95,
2012,Columbia,Race/Ethnicity,Hispanic as Race,6.311553427,255.96,
2012,Clark,Race/Ethnicity,Hispanic as Race,8.388229678,36246.11,
2012,Clallam,Race/Ethnicity,Hispanic as Race,5.34324054,3851.31,
2012,Chelan,Race/Ethnicity,Hispanic as Race,26.31357966,19246.41,
2012,Benton,Race/Ethnicity,Hispanic as Race,19.66778512,35441.04,
2012,Asotin,Race/Ethnicity,Hispanic as Race,3.164320182,684.27,
2012,Adams,Race/Ethnicity,Hispanic as Race,60.71457579,11586.46,
2012,Washington State,Race/Ethnicity,Black Only-NH,3.5,236289.68,
2012,Yakima,Race/Ethnicity,Black Only-NH,0.693536965,1705.86,
2012,Whitman,Race/Ethnicity,Black Only-NH,1.755124391,793.95,
2012,Whatcom,Race/Ethnicity,Black Only-NH,0.901626195,1832.87,
2012,Walla Walla,Race/Ethnicity,Black Only-NH,1.674019572,989.52,
2012,Wahkiakum,Race/Ethnicity,Black Only-NH,0.216572458,8.82,
2012,Thurston,Race/Ethnicity,Black Only-NH,2.602542274,6703.72,
2012,Stevens,Race/Ethnicity,Black Only-NH,0.324193135,142.02,
2012,Spokane,Race/Ethnicity,Black Only-NH,1.68713336,8080.52,
2012,Snohomish,Race/Ethnicity,Black Only-NH,2.565742001,18536.99,
2012,Skamania,Race/Ethnicity,Black Only-NH,0.374169992,41.75,
2012,Skagit,Race/Ethnicity,Black Only-NH,0.540660741,636.77,
2012,San Juan,Race/Ethnicity,Black Only-NH,0.295470103,47.35,
2012,Pierce,Race/Ethnicity,Black Only-NH,6.471826288,52561.73,
2012,Pend Oreille,Race/Ethnicity,Black Only-NH,0.444419857,57.84,
2012,Pacific,Race/Ethnicity,Black Only-NH,0.325242486,69.15,
2012,Okanogan,Race/Ethnicity,Black Only-NH,0.316790631,130.65,
2012,Mason,Race/Ethnicity,Black Only-NH,0.993369457,610.58,
2012,Lincoln,Race/Ethnicity,Black Only-NH,0.200916623,21.38,
2012,Lewis,Race/Ethnicity,Black Only-NH,0.512074577,392.67,
2012,Klickitat,Race/Ethnicity,Black Only-NH,0.202868377,41.84,
2012,Kittitas,Race/Ethnicity,Black Only-NH,0.860442629,354.43,
2012,Kitsap,Race/Ethnicity,Black Only-NH,2.532701484,6466.77,
2012,King,Race/Ethnicity,Black Only-NH,6.091580308,119352.64,
2012,Jefferson,Race/Ethnicity,Black Only-NH,0.743938665,225.67,
2012,Island,Race/Ethnicity,Black Only-NH,2.155844342,1717.21,
2012,Grays Harbor,Race/Ethnicity,Black Only-NH,1.097939929,805.13,
2012,Grant,Race/Ethnicity,Black Only-NH,0.751511802,682.7,
2012,Garfield,Race/Ethnicity,Black Only-NH,0.02554796,0.58,
2012,Franklin,Race/Ethnicity,Black Only-NH,1.681208998,1386.12,
2012,Ferry,Race/Ethnicity,Black Only-NH,0.230621345,17.31,
2012,Douglas,Race/Ethnicity,Black Only-NH,0.231081434,89.52,
2012,Cowlitz,Race/Ethnicity,Black Only-NH,0.571415658,589.14,
2012,Columbia,Race/Ethnicity,Black Only-NH,0.272228277,11.04,
2012,Clark,Race/Ethnicity,Black Only-NH,1.903631276,8225.72,
2012,Clallam,Race/Ethnicity,Black Only-NH,0.762602602,549.67,
2012,Chelan,Race/Ethnicity,Black Only-NH,0.241747274,176.82,
2012,Benton,Race/Ethnicity,Black Only-NH,1.16737976,2103.6,
2012,Asotin,Race/Ethnicity,Black Only-NH,0.404355235,87.44,
2012,Adams,Race/Ethnicity,Black Only-NH,0.221028753,42.18,
2012,Washington State,Race/Ethnicity,Asian Only-NH,7.2,494410.45,
2012,Yakima,Race/Ethnicity,Asian Only-NH,0.965851844,2375.66,
2012,Whitman,Race/Ethnicity,Asian Only-NH,7.483601044,3385.29,
2012,Whatcom,Race/Ethnicity,Asian Only-NH,3.542658429,7201.69,
2012,Walla Walla,Race/Ethnicity,Asian Only-NH,1.236499419,730.9,
2012,Wahkiakum,Race/Ethnicity,Asian Only-NH,0.549534197,22.38,
2012,Thurston,Race/Ethnicity,Asian Only-NH,5.037857236,12976.69,
2012,Stevens,Race/Ethnicity,Asian Only-NH,0.539979483,236.55,
2012,Spokane,Race/Ethnicity,Asian Only-NH,2.06255275,9878.59,
2012,Snohomish,Race/Ethnicity,Asian Only-NH,9.050267047,65386.43,
2012,Skamania,Race/Ethnicity,Asian Only-NH,0.85409342,95.3,
2012,Skagit,Race/Ethnicity,Asian Only-NH,1.738618632,2047.68,
2012,San Juan,Race/Ethnicity,Asian Only-NH,1.168401735,187.24,
2012,Pierce,Race/Ethnicity,Asian Only-NH,5.830990052,47357.1,
2012,Pend Oreille,Race/Ethnicity,Asian Only-NH,0.478842418,62.32,
2012,Pacific,Race/Ethnicity,Asian Only-NH,1.978499661,420.65,
2012,Okanogan,Race/Ethnicity,Asian Only-NH,0.517824777,213.56,
2012,Mason,Race/Ethnicity,Asian Only-NH,1.107709929,680.86,
2012,Lincoln,Race/Ethnicity,Asian Only-NH,0.412828216,43.93,
2012,Lewis,Race/Ethnicity,Asian Only-NH,0.825589358,633.08,
2012,Klickitat,Race/Ethnicity,Asian Only-NH,0.573161348,118.21,
2012,Kittitas,Race/Ethnicity,Asian Only-NH,1.972490016,812.5,
2012,Kitsap,Race/Ethnicity,Asian Only-NH,4.71701978,12044.01,
2012,King,Race/Ethnicity,Asian Only-NH,15.03723381,294625.28,
2012,Jefferson,Race/Ethnicity,Asian Only-NH,1.477064556,448.06,
2012,Island,Race/Ethnicity,Asian Only-NH,4.20550405,3349.84,
2012,Grays Harbor,Race/Ethnicity,Asian Only-NH,1.33118381,976.17,
2012,Grant,Race/Ethnicity,Asian Only-NH,0.902826893,820.16,
2012,Garfield,Race/Ethnicity,Asian Only-NH,1.740344633,39.51,
2012,Franklin,Race/Ethnicity,Asian Only-NH,1.710949023,1410.64,
2012,Ferry,Race/Ethnicity,Asian Only-NH,0.764874144,57.41,
2012,Douglas,Race/Ethnicity,Asian Only-NH,0.722284361,279.81,
2012,Cowlitz,Race/Ethnicity,Asian Only-NH,1.426686607,1470.94,
2012,Columbia,Race/Ethnicity,Asian Only-NH,0.534839795,21.69,
2012,Clark,Race/Ethnicity,Asian Only-NH,4.040596076,17459.69,
2012,Clallam,Race/Ethnicity,Asian Only-NH,1.368777814,986.59,
2012,Chelan,Race/Ethnicity,Asian Only-NH,0.79492771,581.43,
2012,Benton,Race/Ethnicity,Asian Only-NH,2.636160593,4750.32,
2012,Asotin,Race/Ethnicity,Asian Only-NH,0.569214157,123.09,
2012,Adams,Race/Ethnicity,Asian Only-NH,0.519768659,99.19,
2012,Washington State,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.3,89067.44,
2012,Yakima,Race/Ethnicity,American Indian/Alaska Native Only-NH,3.737218825,9192.26,
2012,Whitman,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.587252087,265.65,
2012,Whatcom,Race/Ethnicity,American Indian/Alaska Native Only-NH,2.516994498,5116.67,
2012,Walla Walla,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.748040701,442.17,
2012,Wahkiakum,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.213493299,49.42,
2012,Thurston,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.203617374,3100.32,
2012,Stevens,Race/Ethnicity,American Indian/Alaska Native Only-NH,5.344644102,2341.34,
2012,Spokane,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.357159246,6500.11,
2012,Snohomish,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.151241873,8317.5,
2012,Skamania,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.258286633,140.4,
2012,Skagit,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.722044833,2028.16,
2012,San Juan,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.499023108,79.97,
2012,Pierce,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.135808762,9224.61,
2012,Pend Oreille,Race/Ethnicity,American Indian/Alaska Native Only-NH,3.450708121,449.1,
2012,Pacific,Race/Ethnicity,American Indian/Alaska Native Only-NH,2.079106122,442.04,
2012,Okanogan,Race/Ethnicity,American Indian/Alaska Native Only-NH,10.72607249,4423.62,
2012,Mason,Race/Ethnicity,American Indian/Alaska Native Only-NH,3.083808735,1895.48,
2012,Lincoln,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.584309333,168.59,
2012,Lewis,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.251711773,959.84,
2012,Klickitat,Race/Ethnicity,American Indian/Alaska Native Only-NH,2.07615225,428.19,
2012,Kittitas,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.887486985,365.57,
2012,Kitsap,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.385652783,3538,
2012,King,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.647820515,12692.78,
2012,Jefferson,Race/Ethnicity,American Indian/Alaska Native Only-NH,2.062240044,625.57,
2012,Island,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.69549805,553.99,
2012,Grays Harbor,Race/Ethnicity,American Indian/Alaska Native Only-NH,4.255418959,3120.54,
2012,Grant,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.863418482,784.36,
2012,Garfield,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.321551906,7.3,
2012,Franklin,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.456640389,376.49,
2012,Ferry,Race/Ethnicity,American Indian/Alaska Native Only-NH,16.22862822,1218.09,
2012,Douglas,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.766476878,296.93,
2012,Cowlitz,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.324729154,1365.82,
2012,Columbia,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.222314828,49.57,
2012,Clark,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.681382489,2944.3,
2012,Clallam,Race/Ethnicity,American Indian/Alaska Native Only-NH,4.793809277,3455.29,
2012,Chelan,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.669665379,489.81,
2012,Benton,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.704229221,1269.01,
2012,Asotin,Race/Ethnicity,American Indian/Alaska Native Only-NH,1.241505604,268.47,
2012,Adams,Race/Ethnicity,American Indian/Alaska Native Only-NH,0.419786947,80.11,
2013,Washington State,All,All,100,6899902.6,
2013,Yakima,All,All,100,247335.62,
2013,Whitman,All,All,100,45009.91,
2013,Whatcom,All,All,100,205485,205485
2013,Walla Walla,All,All,100,59507.91,
2013,Wahkiakum,All,All,100,4090.75,
2013,Thurston,All,All,100,261314.73,
2013,Stevens,All,All,100,43947.41,
2013,Spokane,All,All,100,485059.32,
2013,Snohomish,All,All,100,729947.7,
2013,Skamania,All,All,100,11124.68,
2013,Skagit,All,All,100,118364.1,
2013,San Juan,All,All,100,16149,16149
2013,Pierce,All,All,100,820490.32,
2013,Pend Oreille,All,All,100,13016.76,
2013,Pacific,All,All,100,21437.61,
2013,Okanogan,All,All,100,41241.2,
2013,Mason,All,All,100,61821.58,
2013,Lincoln,All,All,100,10625.43,
2013,Lewis,All,All,100,76772.19,
2013,Klickitat,All,All,100,20735.06,
2013,Kittitas,All,All,100,41434.46,
2013,Kitsap,All,All,100,255191.1,
2013,King,All,All,100,1985687.59,
2013,Jefferson,All,All,100,30505.71,
2013,Island,All,All,100,80180.55,
2013,Grays Harbor,All,All,100,73473.42,
2013,Grant,All,All,100,91588.56,
2013,Garfield,All,All,100,2270.63,
2013,Franklin,All,All,100,84723.16,
2013,Ferry,All,All,100,7432.24,
2013,Douglas,All,All,100,39032.16,
2013,Cowlitz,All,All,100,103383.3,
2013,Columbia,All,All,100,4039.09,
2013,Clark,All,All,100,436819.61,
2013,Clallam,All,All,100,72473.99,
2013,Chelan,All,All,100,73551.28,
2013,Benton,All,All,100,183729.3,
2013,Asotin,All,All,100,21684.99,
2013,Adams,All,All,100,19225.18,
2013,Washington State,Sex,Male,49.9,3444518.52,
2013,Yakima,Sex,Male,49.8375891,123266.11,
2013,Whitman,Sex,Male,50.5657754,22759.61,
2013,Whatcom,Sex,Male,49.61542692,101952.26,205485
2013,Walla Walla,Sex,Male,50.86508668,30268.75,
2013,Wahkiakum,Sex,Male,50.5582106,2068.21,
2013,Thurston,Sex,Male,48.84262361,127632.97,
2013,Stevens,Sex,Male,50.04201613,21992.17,
2013,Spokane,Sex,Male,49.48712046,240041.89,
2013,Snohomish,Sex,Male,50.20001981,366433.89,
2013,Skamania,Sex,Male,50.31749228,5597.66,
2013,Skagit,Sex,Male,49.57695788,58681.32,
2013,San Juan,Sex,Male,48.69601833,7863.92,16149
2013,Pierce,Sex,Male,49.64298299,407315.87,
2013,Pend Oreille,Sex,Male,50.6795854,6596.84,
2013,Pacific,Sex,Male,50.12275156,10745.12,
2013,Okanogan,Sex,Male,50.45680048,20808.99,
2013,Mason,Sex,Male,51.72578896,31977.7,
2013,Lincoln,Sex,Male,50.06507972,5319.63,
2013,Lewis,Sex,Male,49.98901295,38377.66,
2013,Klickitat,Sex,Male,50.70556825,10513.83,
2013,Kittitas,Sex,Male,50.62252531,20975.17,
2013,Kitsap,Sex,Male,50.68005898,129331,
2013,King,Sex,Male,49.98611891,992568.16,
2013,Jefferson,Sex,Male,49.44044902,15082.16,
2013,Island,Sex,Male,49.74047946,39882.19,
2013,Grays Harbor,Sex,Male,51.0638405,37518.35,
2013,Grant,Sex,Male,50.9252138,46641.67,
2013,Garfield,Sex,Male,49.41624131,1122.06,
2013,Franklin,Sex,Male,51.59397973,43712.05,
2013,Ferry,Sex,Male,51.67338514,3840.49,
2013,Douglas,Sex,Male,50.10365811,19556.54,
2013,Cowlitz,Sex,Male,49.44360453,51116.43,
2013,Columbia,Sex,Male,49.36309911,1993.82,
2013,Clark,Sex,Male,49.4652083,216073.73,
2013,Clallam,Sex,Male,49.52819625,35895.06,
2013,Chelan,Sex,Male,50.01717169,36788.27,
2013,Benton,Sex,Male,50.00027214,91865.15,
2013,Asotin,Sex,Male,48.62197308,10543.67,
2013,Adams,Sex,Male,50.96519252,9798.15,
2013,Washington State,Sex,Female,50.1,3455384.08,
2013,Yakima,Sex,Female,50.16240685,124069.5,
2013,Whitman,Sex,Female,49.4342246,22250.3,
2013,Whatcom,Sex,Female,50.38457308,103532.74,205485
2013,Walla Walla,Sex,Female,49.13491332,29239.16,
2013,Wahkiakum,Sex,Female,49.4417894,2022.54,
2013,Thurston,Sex,Female,51.15737639,133681.76,
2013,Stevens,Sex,Female,49.95798387,21955.24,
2013,Spokane,Sex,Female,50.51287954,245017.43,
2013,Snohomish,Sex,Female,49.79998019,363513.81,
2013,Skamania,Sex,Female,49.68250772,5527.02,
2013,Skagit,Sex,Female,50.42304212,59682.78,
2013,San Juan,Sex,Female,51.30398167,8285.08,16149
2013,Pierce,Sex,Female,50.35701579,413174.44,
2013,Pend Oreille,Sex,Female,49.3204146,6419.92,
2013,Pacific,Sex,Female,49.87729509,10692.5,
2013,Okanogan,Sex,Female,49.54319952,20432.21,
2013,Mason,Sex,Female,48.27421104,29843.88,
2013,Lincoln,Sex,Female,49.93492028,5305.8,
2013,Lewis,Sex,Female,50.01100008,38394.54,
2013,Klickitat,Sex,Female,49.29443175,10221.23,
2013,Kittitas,Sex,Female,49.37747469,20459.29,
2013,Kitsap,Sex,Female,49.31994102,125860.1,
2013,King,Sex,Female,50.01388159,993119.44,
2013,Jefferson,Sex,Female,50.55955098,15423.55,
2013,Island,Sex,Female,50.25952054,40298.36,
2013,Grays Harbor,Sex,Female,48.93617311,35955.08,
2013,Grant,Sex,Female,49.0747862,44946.89,
2013,Garfield,Sex,Female,50.58331829,1148.56,
2013,Franklin,Sex,Female,48.40602027,41011.11,
2013,Ferry,Sex,Female,48.32661486,3591.75,
2013,Douglas,Sex,Female,49.89634189,19475.62,
2013,Cowlitz,Sex,Female,50.55639547,52266.87,
2013,Columbia,Sex,Female,50.63690089,2045.27,
2013,Clark,Sex,Female,50.5347917,220745.88,
2013,Clallam,Sex,Female,50.47180375,36578.93,
2013,Chelan,Sex,Female,49.98281471,36763,
2013,Benton,Sex,Female,49.99972242,91864.14,
2013,Asotin,Sex,Female,51.37798081,11141.31,
2013,Adams,Sex,Female,49.03480748,9427.03,
2013,Washington State,Age,65+,13.50149754,931590.18,
2013,Yakima,Age,65+,12.52443542,30977.39,
2013,Whitman,Age,65+,9.443187067,4250.37,
2013,Whatcom,Age,65+,14.54031681,29878.17,205485
2013,Walla Walla,Age,65+,15.89423994,9458.33,
2013,Wahkiakum,Age,65+,28.02566766,1146.46,
2013,Thurston,Age,65+,14.47332494,37820.93,
2013,Stevens,Age,65+,18.63365782,8189.01,
2013,Spokane,Age,65+,13.92992923,67568.42,
2013,Snohomish,Age,65+,11.22048196,81903.65,
2013,Skamania,Age,65+,15.42147729,1715.59,
2013,Skagit,Age,65+,17.55277994,20776.19,
2013,San Juan,Age,65+,27.65279584,4465.65,16149
2013,Pierce,Age,65+,11.89886798,97629.06,
2013,Pend Oreille,Age,65+,21.65677173,2819.01,
2013,Pacific,Age,65+,27.47997561,5891.05,
2013,Okanogan,Age,65+,18.80682424,7756.16,
2013,Mason,Age,65+,20.17463805,12472.28,
2013,Lincoln,Age,65+,23.02156242,2446.14,
2013,Lewis,Age,65+,18.81971844,14448.31,
2013,Klickitat,Age,65+,19.52523889,4048.57,
2013,Kittitas,Age,65+,13.51046931,5597.99,
2013,Kitsap,Age,65+,14.77035053,37692.62,
2013,King,Age,65+,12.30328684,244304.84,
2013,Jefferson,Age,65+,30.2527953,9228.83,
2013,Island,Age,65+,20.01445488,16047.7,
2013,Grays Harbor,Age,65+,18.07902776,13283.28,
2013,Grant,Age,65+,12.30872065,11273.38,
2013,Garfield,Age,65+,24.47426485,555.72,
2013,Franklin,Age,65+,7.694484011,6519.01,
2013,Ferry,Age,65+,21.15284221,1572.13,
2013,Douglas,Age,65+,14.95518055,5837.33,
2013,Cowlitz,Age,65+,16.62610886,17188.62,
2013,Columbia,Age,65+,24.31042636,981.92,
2013,Clark,Age,65+,12.53692571,54763.75,
2013,Clallam,Age,65+,26.57935626,19263.12,
2013,Chelan,Age,65+,16.25082527,11952.69,
2013,Benton,Age,65+,12.70758665,23347.56,
